Date,Open,High,Low,Close,Volume
2015-01-02,172.59291076660156,173.8111448920031,171.54271777555792,173.39106769558566,121465900
2015-01-05,169.4758758544922,171.70227895729792,169.16502295855832,171.5342507113805,169632600
2015-01-06,167.87966918945312,170.3161119787044,167.0731152727466,169.7868105702489,209151400
2015-01-07,169.9715576171875,170.31602384188457,168.77014352289237,169.22382105269529,125346700
2015-01-08,172.98777770996094,173.20622604833713,171.38309262430576,171.39988648130534,147217800
2015-01-09,171.60145568847656,173.4245883427353,170.9797371090669,173.40778167309372,158567300
2015-01-12,170.2572479248047,171.89555891315098,169.64393893239904,171.73592755984657,144396100
2015-01-13,169.77835083007812,172.6348697896338,168.45930267151837,171.49225964186456,214553300
2015-01-14,168.7533721923828,168.95501381437353,166.82942472569684,167.736779975316,192991100
2015-01-15,167.20751953125,169.71957279112266,167.08989843700584,169.40032286088154,176613900
2015-01-16,169.40028381347656,169.5599151516704,166.8126075168364,166.99744245372034,211879600
2015-01-20,169.7615509033203,170.31605573671303,168.17366002204875,170.04720024667947,130991100
2015-01-21,170.6185302734375,171.1058212872163,168.82060065281627,169.29108499170977,122942700
2015-01-22,173.1558074951172,173.29022244099968,169.98842217378856,171.38308139768512,174356000
2015-01-23,172.2064208984375,173.15579932117248,172.07199313916345,172.89534073017774,117516800
2015-01-26,172.60968017578125,172.70209765182875,171.26544112932362,171.98797426394884,92009700
2015-01-27,170.3328857421875,171.49228994750163,169.49273145035025,170.52611763978365,134044600
2015-01-28,168.14846801757812,171.635102963637,167.95523613312614,171.53428855779006,168514300
2015-01-29,169.70274353027344,169.96318926892573,166.92182248985472,168.3500948187939,173585400
2015-01-30,167.56874084472656,169.85396113363745,167.29989818589075,168.5097221999889,197729700
2015-02-02,169.64390563964844,169.73632309870155,166.23288221961548,168.07282165547895,163107000
2015-02-03,172.09716796875,172.10557771463405,170.17322066228343,170.55128745476333,124212900
2015-02-04,171.44183349609375,172.55084299624016,170.97974620436608,171.32421244181157,134306700
2015-02-05,173.172607421875,173.3238418684334,172.03840676150702,172.1140175749173,97953200
2015-02-06,172.69369506835938,174.11355769033904,172.1643938301755,173.54224617901212,125672000
2015-02-09,171.92079162597656,172.76934291860132,171.5091113724669,172.0384127241596,87219000
2015-02-10,173.7523193359375,174.01276513367452,171.96278646540648,172.97098194272638,96164200
2015-02-11,173.8530731201172,174.28995681993237,172.92891134788275,173.58423048773875,91087800
2015-02-12,175.52503967285156,175.5838566289524,173.88674130648184,174.65968174549377,97545900
2015-02-13,176.24755859375,176.2979657978937,175.39059766409736,175.6510562517341,93670400
2015-02-17,176.52484130859375,176.7012793730907,175.67628998060437,175.92832604454463,76968200
2015-02-18,176.54165649414062,176.6172673169666,175.87792730780757,176.14678288195245,80652900
2015-02-19,176.41558837890625,176.7852583054147,175.79388242953905,175.9367071157379,91462500
2015-02-20,177.4741668701172,177.54977766671422,175.36537175363264,175.99548736474443,140896400
2015-02-23,177.44898986816406,177.44898986816406,176.83566801787842,177.22214462463737,74411100
2015-02-24,177.95306396484375,178.15470559351675,177.0708994665365,177.37335549967796,72472300
2015-02-25,177.80184936523438,178.31434397437303,177.45738304341043,177.82705296734477,73061700
2015-02-26,177.59178161621094,177.86903401359876,176.97845987968577,177.70940267997537,72697900
2015-02-27,176.98687744140625,177.7598177259541,176.93647024324324,177.49096224277133,108076000
2015-03-02,178.10430908203125,178.16311321492225,177.03730956499425,177.08771677025416,87491400
2015-03-03,177.3733673095703,178.15471745543306,176.4996124999497,177.66742643516383,110325800
2015-03-04,176.6256103515625,176.8440586438338,175.64263149554804,176.76843502434386,114497200
2015-03-05,176.8188018798828,177.1044511395595,176.3063074694127,176.9532167657867,76873000
2015-03-06,174.3319549560547,176.38193276669517,173.99589848403247,175.94504909728013,188128000
2015-03-09,175.05455017089844,175.4158103658263,174.37402724018335,174.53365860807696,89818900
2015-03-10,172.21481323242188,173.75229703629986,172.1728029563022,173.6682893037969,157121300
2015-03-11,171.81158447265625,172.6517389199553,171.72756390003053,172.47530084533713,110145700
2015-03-12,173.9959716796875,174.0631727465756,172.39967071672731,172.4500779267624,93993500
2015-03-13,172.92893981933594,174.69325594030138,171.87874707361757,173.71868681527386,162410900
2015-03-16,175.23934936523438,175.3317668320028,172.95412911399123,173.66826524990518,136099200
2015-03-17,174.71847534179688,175.10493909976398,173.89511498489395,174.49163011532477,94510400
2015-03-18,176.8188018798828,177.49932451253147,173.59260104328928,174.23952315939488,228808500
2015-03-19,176.0123748779297,176.82732580151176,175.61750122135936,176.39885160426647,117917300
2015-03-20,177.56591796875,178.08070013905265,176.78952750938438,176.97518749716295,177715100
2015-03-23,177.21995544433594,178.15669000962018,177.21995544433594,177.57439380998923,71784500
2015-03-24,176.2241668701172,177.55752482240948,176.15665295607062,177.09338758840312,77805300
2015-03-25,173.6417694091797,176.6713960736877,173.59958448960504,176.43510386544747,159521700
2015-03-26,173.22830200195312,174.15658934196193,172.2578039793083,172.96669363452372,153067200
2015-03-27,173.6249237060547,173.8021364473466,172.91603411000304,173.11014142450927,118939000
2015-03-30,175.74310302734375,176.04690914669513,174.65447194456144,174.67134076227643,96180400
2015-03-31,174.20721435546875,175.61654632031926,174.1481477315376,174.90765669441254,126768700
2015-04-01,173.5911865234375,174.1987989106736,172.58693791461775,174.17348280095237,137303600
2015-04-02,174.21560668945312,174.67130934804305,173.33793900163568,173.523598978791,86900900
2015-04-06,175.388671875,175.91188853868888,173.17764622964566,173.31266116168882,114368200
2015-04-07,174.92454528808594,176.1735204964645,174.89079476978915,175.41401150364456,81236300
2015-04-08,175.51524353027344,175.96251185766056,174.75573467768095,175.1523707984899,89351900
2015-04-09,176.29161071777344,176.52790290180155,174.8485415136703,175.34644198166106,85548900
2015-04-10,177.25369262695312,177.29589042665796,176.34228711352395,176.5448159489702,72722900
2015-04-13,176.4519805908203,177.75160067134834,176.4013483834938,177.11022503998538,74436600
2015-04-14,176.78958129882812,176.97524134309504,175.61655440657577,176.2494828637687,75099900
2015-04-15,177.58282470703125,178.09760698726518,177.17775413672038,177.26214974080906,99529300
2015-04-16,177.53219604492188,178.04697833544827,177.04272986073596,177.24527158842164,68934900
2015-04-17,175.48995971679688,176.5701565790852,174.69668732921838,176.32542990994148,191113200
2015-04-20,177.09336853027344,177.43092518721735,176.34229402315628,176.42667674891175,92189500
2015-04-21,176.88241577148438,177.94573097061595,176.57860958930925,177.78538703044538,72559800
2015-04-22,177.75164794921875,177.9373080101041,176.2916835725329,177.2284182881039,78264600
2015-04-23,178.1988983154297,178.85714287286254,177.22840029985707,177.34654642870495,102585900
2015-04-24,178.61241149902344,178.88246716415148,178.15670866032343,178.62085878666048,61327400
2015-04-27,177.86978149414062,179.312851192419,177.6756741588931,179.18627064939903,79358100
2015-04-28,178.43515014648438,178.4857823506675,176.6545113299407,177.84441963608208,86863500
2015-04-29,177.7010040283203,178.30860351480098,176.8824155074858,177.53221280083724,125684900
2015-04-30,175.9203338623047,177.51531281710672,175.21144431142343,177.1186766806833,161304900
2015-05-01,177.8275146484375,177.86971243871568,176.61229039938888,176.71355479449036,103399700
2015-05-04,178.33389282226562,178.92462335613413,178.1482328149127,178.25793163601406,70927200
2015-05-05,176.29161071777344,178.45201663553618,176.14814852582484,178.089131074877,113326200
2015-05-06,175.56590270996094,177.16088184701815,174.48570588047045,176.84864127384162,135060200
2015-05-07,176.26632690429688,176.69672643593665,175.12706356768948,175.4646202132856,88244900
2015-05-08,178.58705139160156,178.78959309054744,177.87817476073045,177.96257035453118,155877300
2015-05-11,177.7347412109375,178.81493802556807,177.6587928904467,178.5448952603913,75708100
2015-05-12,177.2030487060547,177.75159431204068,176.0553381655273,176.89080818740524,119727600
2015-05-13,177.23683166503906,178.24951451804122,177.0005394285706,177.61658612529473,94667900
2015-05-14,179.0849151611328,179.17774513780324,177.98783713056108,178.26632706057242,95934000
2015-05-15,179.27911376953125,179.42257602108796,178.7896475058276,179.27911376953125,76510100
2015-05-18,179.8361053466797,180.08926646725158,179.04283283031592,179.1103467547899,74549700
2015-05-19,179.77691650390625,180.23263199772452,179.48999215710606,179.9541420574926,72114600
2015-05-20,179.65042114257812,180.40993015620379,179.3297332636433,179.8782661204882,76857500
2015-05-21,180.17359924316406,180.38457535469,179.33812920581573,179.50692039660444,64764600
2015-05-22,179.7432098388672,180.20734697549716,179.6756959389851,179.78539475895374,57433500
2015-05-26,177.81068420410156,179.675718905478,177.3887319336234,179.245319348335,124308600
2015-05-27,179.4984893798828,179.73478161605163,177.86131254574096,178.27483039751695,93214000
2015-05-28,179.29595947265625,179.40565830360921,178.5955171778227,179.18624776474226,74974600
2015-05-29,178.18202209472656,179.2706533956464,177.91197931061484,179.22846846594587,124919600
2015-06-01,178.5448760986328,179.19467327348792,177.74315654517713,178.85711663400372,93338800
2015-06-02,178.36767578125,179.06811814059844,177.44782286282555,178.0807513093132,91531000
2015-06-03,178.84022521972656,179.47315354208274,178.34232469661004,178.9077391193464,87820900
2015-06-04,177.3296661376953,178.7896173948003,177.00897829001065,178.12293847020274,151882800
2015-06-05,177.02584838867188,177.70940896493315,176.35915663079095,177.17774501585856,121704700
2015-06-08,175.93724060058594,177.0680826359087,175.86129227135953,176.91617310049264,89063300
2015-06-09,175.91184997558594,176.46039550055232,175.27048733885732,175.91184997558594,105034700
2015-06-10,178.0216522216797,178.40985395868086,176.62921494338048,176.68828156253412,134551300
2015-06-11,178.5955047607422,178.98369360074528,178.2326191473896,178.46891136572893,73876400
2015-06-12,177.2283935546875,178.4689342988575,176.94990350222469,177.76005755274943,135382400
2015-06-15,176.4688720703125,176.75579651237874,175.35491193952237,176.07223592164883,124384200
2015-06-16,177.4308624267578,177.51525799962212,176.13968999906444,176.31690267434035,85308200
2015-06-17,177.7178192138672,178.33387867893427,176.67982043832285,177.7178192138672,126708600
2015-06-18,179.56597900390625,180.03856341233546,177.75158967648136,178.32543849329988,165867900
2015-06-19,178.7688751220703,179.3964067910099,178.3872734467358,179.32008904386254,130478700
2015-06-22,179.68467712402344,180.27828100337123,179.47267481428534,179.70164093188882,70696000
2015-06-23,179.81192016601562,180.1511317137006,179.41336762433167,179.89672628783623,68476800
2015-06-24,178.5059814453125,179.92215561234082,178.48054219808898,179.5405539643913,92307300
